id,marker,start,end,title,desc,pic,pos,color,size,opacity,edge,mapMarker,mapColor,mapSize,where,show,click,citation
,,890,910,Toronto,,,,,,,,star,#f49b42,20,"-79.3832,43.6532,4000",se,"story:tor-1+show:https://www.youtube.com/embed/4kjiJ0WZj0U,map",
,,890,910,British Columbia,,,,,,,,circle,#f49b42,15,"-127.6476,53.7267,4000",se,show:bc-1,
bc-1,booklet,,,Tibetans in British Columbia,"<p>pic(http://www.tcsofbc.org/files/cache/f6e2713bd50eccb6febccbd96fe8b536.jpeg) The first wave of Tibetan refugees arrived in British Columbia in 1971, the same year as the Canadian government’s resettlement of other Tibetans in various regions of Canada, albeit they themselves were not part of that same program. The region has had close ties with the Dalai Lama himself, who visited in 1980, 1993, and 2004, where he received an honorary doctorate from two universities, including the University of British Columbia.The general consensus among Tibetan transplants in the province of British Columbia is that they were, as a whole, accepted with open arms by the Canadians who call the area home. The geographical similarities to Tibet have also been noted as an incentive for settlement in the area.page()</p> <p>pic(https://i.ytimg.com/vi/6IzCDLlJ__w/maxresdefault.jpg) Like many other major areas of Tibetan settlement in the West, British Columbia is home to its own Tibetan community group, the aptly-named Tibetan Cultural Society of British Columbia. Created in 1981, the group services the Greater Vancouver area, and, like many other similar groups, seeks to “promote and preserve Tibetan Culture and Heritage.” They place a particular emphasis on educating those generations who were born in Canada, as opposed to Tibet, on their people’s customs, beliefs, and rituals. They also help new arrivals settle in the area, and were partially responsible for organizing the past visits from the Dalai Lama.page()</p> <p>pic(https://kagyumonlamnorthamerica.org/wp-content/uploads/2014/12/20110622-kagyu-monlam-4634.jpg) In the coastal city of Richmond, British Columbia, the first Canadian traditional Tibetan Monastery. Opened in 2010 by Thrangu Rinpoche, a prominent figure in the Kagyu school of Tibetan Buddhism, the monastery is designed to be a destination for those in the west seeking to experience teachings of Buddhism in an extremely authentic environment. The monastery boasts elaborately adorned walls and halls, with depictions of various deities and teachers decorating nearly every available surface. It is one of many Thrangu establishments worldwide, with this particular monastery headed by resident lama Lama Pema Tsewang.",,,,33,,,,,,,,,
,,890,910,Ontario,,,,,,,,circle,#f49b42,20,"-85.3232,51.0633,4000",se,show:ont-1,
ont-1,booklet,,,Tibetans in Ontario,"<p>pic(http://farm7.static.flickr.com/6016/6019448802_5f053dea77.jpg)  As one of the original sites of Tibetan settlement in Canada, the province of Ontario (with the exception of Toronto) has a small, but thriving Tibetan community. In 1971, 100 Tibetans, who had been living in exile in India since the early 1960s, were granted asylum in Ontario. This initial 100 were settled into the cities of Belleville, Lindsay, and Cobourg, in small family units, with nine, six, and four families in each city, respectively.page()</p> <p>pic(https://sftcanada.files.wordpress.com/2008/03/_3211369.jpg) This small group of Tibetan transplants was determined to keep the customs and practices of their homeland alive, and were aware of the need for an organizational structure to do so. So, in 1980, they created the Canadian Tibetan Association of Ontario, which to this day oversees much of the Canadian Tibetan community in organizing cultural events, educating newer generations on Tibetan history and customs, and generally keeping the Tibetans of Canada unified.",,,,33,,,,,,,,,
tor-1,story,,,The Tibetan Community in Toronto,"<p>Toronto is home to not only the largest community of Tibetans in Canada, but in the entirety of North America. In the neighborhood of Parkdale, in Toronto&rsquo;s west end, lies an area that has come to be known internationally as &ldquo;Little Tibet.&rdquo; This unique neighborhood is home to over 1700 Tibetans, many of whom have arrived only within the last decade or so.<br /><img src=""https://images.thestar.com/content/dam/thestar/news/gta/2008/05/15/at_home_in_little_tibet/saldenkunga.jpeg.size-custom-crop.1086x0.jpg"" style=""height:288px; margin:6px; width:450px"" /><br>Given that around 3000 Tibetans live in Toronto as a whole, Parkdale certainly hosts the highest concentration of displaced Tibetans. And this number is expected to grow exponentially, with projections reaching the 10,000 mark within a decade.<br><br>So why have so many Tibetans recently chosen to settle in this relatively small, unassuming neighborhood in Toronto? Simply put, because the sheer number makes it seem so much like home for newcomers. The primary language spoken here is still Tibetan, and much of the country&rsquo;s cultural, religious, and social practices are still observed here, making its nickname of Little Tibet all the more accurate. The small neighborhood is such an insulating, preserving force for the Tibetan way of life that some residents even claim that Tibetan culture will soon exist in a more pure form here than in Tibet itself.<br /><br /><strong>Economy</strong><br /><br />
Being such a haven for Tibetan peoples and their culture, Parkdale is also, naturally, home to an entire micro-economy hosting a wide range of Tibetan businesses. Residents have established restaurants, which serve traditional Tibetan cuisine, shops selling craft supplies and various religious paraphernalia, and even prayer and language centers, to both help new arrivals adapt, while still being able to practice the traditions they grew up with. See the map for a short video tour of the area by a resident, showing a few of the Tibetan-owned businesses in the area.<br /><br /><strong>Community</strong><br /><br />
Additionally, numerous community centers have been set up, which cater to not only the neighborhood&rsquo;s youth, but also to its older citizens as well. These centers help recent immigrants settle in, and provide services such as transportation and job assistance for those who have not yet been able to quite plant their roots. They also host a multitude of cultural events, ranging from traditional Tibetan festivals and rituals, to educational seminars designed to teach those born in Canada about their ancestral home.</p><p>Below is a video showing one of these community centers celebrating the birthday of the Dalai Lama.</p><iframe width=""480"" height=""270"" src=""https://www.youtube.com/embed/w4G6utwC2U8"" frameborder=""0"" allowfullscreen></iframe>",,,,,,,,,,,hide,,
west-3,,890,910,US,,,,,,,,star,#FFCE35,40,"-91.5786,39.0997,4000",se,"where: -96.9147,37.7133,9000+story:usa-1",
usa-1,story,,,Tibetans in the United States,"<p><strong>History</strong><br />
<img alt="""" src=""https://gdb.voanews.com/06F5686C-60F1-4FDC-9A3F-F564AB78BCAB_w650_r0_s.jpg"" style=""height:299px; margin:6px; width:450px"" /><br />
Interaction between Tibet and the United States was virtually nonexistent before the latter half of the 20th century. Although there were infrequent, scattered cases of individual Tibetans entering the US beforehand, with some arriving as early as the 1890s, the vast majority did not arrive until the height of the Tibetan Diaspora. Despite negotiations taking place between the Dalai Lama and the United States government in 1970s, a real, serious attempt to resettle Tibetan refugees in any considerable numbers did not occur until the 1990s.<br /><br />
The Immigration Act of 1990 finally allowed for official provisions to bring Tibetan immigrants into the country, in an initial wave of around 1000, by way of visas. The Central Tibetan Administration (CTA), in an effort of fairness, hosted a lottery of sorts, to determine who would receive these visas and by the late 1990s, the Tibetan population in the United States had risen to about 5,500, due mostly in part to the success of the initial 1000 and the desire of many others to reunite with family members who migrated in this first wave.</p>
<p>Since then, there has been a steady stream of Tibetan immigrants and refugees, both in and out of the United States, with more contemporary estimates placing the overall population somewhere around 11,000. Major areas of settlement include New York City, Northern California, Colorado, and Virginia (among many others), and the effects of their culture can be seen in others, like Austin, Texas.<br /><br />
<em>Click one of the three American cities on the map to learn more about the Tibetan Communities they each host.</em></p>
<p><em><img alt="""" src=""http://2.bp.blogspot.com/-y19evfc646k/UzA_AxC8ZwI/AAAAAAABSxA/3gJtA7pE-O8/s1600/Tibetan+ritual+sacbee.com+tibny04.jpg"" style=""height:318px; margin:6px; width:450px"" /></em><br>(From Wisdom Quarterly: a&nbsp;Tibetan cultural ceremony in Sacramento)</p>",,,,,,,,,,,hide,,
,,890,910,Charlottesville,,https://www.dalailama.com/cpresources/transforms/8884?x=Ph2aS177L,,,,,,star,#f49b42,20,"-78.4767,38.0293,4000",se,story: char-1,
char-1,story,,,The Tibetan Community in Charlottesville,"<p>Despite being a small, southern city, Charlottesville has an &quot;international neighbor&quot; population of over 6%, and is one of Virginia&#39;s leaders in refugee resettlement-- including many refugees from Tibet. Families and individuals are resettled in Charlottesville through Amnesty International&#39;s International Rescue Committee (IRC). The Charlottesville office resettles about 250 people per year, and many different Charlottesville organizations and volunteers work to support and welcome these refugees.&nbsp;</p><p><img alt="""" src=""https://i0.wp.com/tibetancville.org/blog/wp-content/uploads/2015/04/ca1426-1059-tibetan-association.jpg?resize=800%2C445"" style=""height:250px; margin:6px; width:450px"" /><br>(the Tibetan Association of Charlottesville during a 2008 march downtown)</p><p>The first stop for all refugees, regardless of origin, is the INC. link(International Neighbors Charlottesville,https://internationalneighbors.org). The extensive nonprofit covers immediate, physical needs of newly arrived families, but also continues to support them as they engage with an American city. Everything from gym memberships and dental care plans to &quot;bilingual buddies&quot; program for children is covered by the INC. One of their most popular programs is &quot;Family Friendships,&quot; where volunteers are matched with a family/individual to help them adjust.&nbsp;</p><p>In the case of Charlottesvillian&nbsp;Tibetans, support often is found in a several devoted and hardworking individuals. Like Tsetan Nepali, a UVA Tibetan language professor who gives traditional music lessons to American-born Tibetan children. Or salon owner Gyaltsen Druknya, who worked tirelessly to help establish link(Arura Medicine of Tibet,http://www.aruramed.org)</p><p><img alt="""" src=""http://www.c-ville.com/wp-content/uploads/2014/03/IMG_9737.jpg"" style=""height:287px; margin:6px; width:430px"" /><br>(From Cville Weekly:&nbsp;Tsetan in his studio)</p><p>UVa itself has an excellent Tibet Center which engages students, staff, and faculty in the scholarship, research, and practice of Tibetan studies. Some of UVa&#39;s biggest strides in the digital humanities program occur through the Tibet Center, which also promotes participatory learning.&nbsp; And the University Hospital works with Arua Medicine of Tibet to introduce traditional Tibetan care into Western medical practices.</p><p>One of the more remarkable events in Charlottesville-Tibet relations came in 2008, when&nbsp;City Council voted to fly the Tibetan flag over City Hall in honor of Tibetan National Uprising day-- there was even a march along Main Street and past the Rotunda.</p><img src=""http://billemory.com/blog/wp-content/uploads/2011/11/cn1112-A4083-tibetans-bw.jpg"" style=""height:295px; margin:6px; width:440px"" ></br><p>The Tibetan Association of Charlottesville has not been very active of late, but the Jefferson Tibetan society, which teaches and practices the Tibetan Buddhist tradition, continues to spark cultural connections, including spiritual readings, traditional meditation, and discussion of the Mahayana tradition. Charlottesville churches, like UnityChurch, often support visiting monks and &quot;refugee monasteries&quot; who make Charlottesville a stop on educational and spiritual tours.&nbsp;</p><p>And of course, in 2012, the Dalai Lama visited Charlottesville. He gave several talks on religion, ethics, and medical care to packed and enthusiastic crowds at the Paramount Theater and the Sprint Pavilion-- it was a seminal moment for Charlottesville as its relationship with Tibetan refugees continues to strengthen.<br><img alt="""" src=""https://www.dalailama.com/assets/pictures/2012/2012-Travels/2012_10_20_USA/2012_10_11_Charlottesville/_picturesLarge/2012_10_11_Charlottesville_G14.jpg"" style=""height:300px; margin:6px; width:450px"" /><br>(the Dalai lama speaking at the Pavilion in Charlottesville)&nbsp</p>",,,,,,,,,,,hide,,
,,890,910,Colorado,,,,,,,,circle,#f49b42,15,"-104.9903,39.7392,4000",se,show:col-1,
col-1,booklet,,,Tibetans in Colorado,"<p>pic(https://info-buddhism.com/Slider-Dharma/cia_tibet.jpg) The story of how Tibetans first ended up in Colorado is one of the most fascinating pieces of history in the Tibetan Diaspora. Early in the 1950s, the United States CIA began involving itself in the affairs of both Tibet and China, by inserting agents in in Tibet to train its citizens in the skills they needed to rebel against Chinese occupation. Gyalo Thondup, brother to the Dalai Lama, assisted the US government in their efforts in the region. Using him as a contact, the CIA was able to bring several Tibetans to a secret facility located near Leadville, Colorado, in order to train them in combat tactics. After several decades of obstacles to the program, including lack of funding and the United States’ growing diplomatic ties with China, it was eventually decommissioned in 1974.page()</p> <p>pic(http://coloradotibetans.org/wp-content/uploads/2015/02/west-coast-5-550x400.jpg) Now, Colorado is home to a vibrant, active Tibetan community, one which is one of the most dense concentrations of Tibetans in the US. Following the CIA-Tibet program of the late 20th century, many more Tibetans gradually made their way to Colorado following the Immigration Act of 1990. Colorado is now home to around 300 Tibetans, as well as Naropa University, a private school founded by a Tibetan Buddhist teacher and focused on traditional Tibetan Buddhist ideals. The Tibetan Association of Colorado was founded in 1999, and serves as not only a liaison between the Tibetan community and those in surrounding areas, but also as an internal educator and preserver of Tibetan culture.",,,,33,,,,,,,,,
,,890,910,New York City,,,,,,,,circle,#f49b42,15,"-74.0060,40.7128,4000",se,show:nyc-1,
nyc-1,booklet,,,Tibetans in New York City,"<p>pic(http://s1.ibtimes.com/sites/www.ibtimes.com/files/styles/lg/public/2014/10/02/occupy-central-rally-new-york_4.JPG) While there is no real consensus on just how many Tibetans are living currently in New York City, general estimates place the total number somewhere between 5 and 6 thousand, making it one of the largest concentrations in the Western world. Like most communities in the United States, NYC did not, in any significant fashion, see an influx of Tibetan immigration until the passing of the Immigration act of 1990. Once this legal and political roadblock had been cleared, however, the city became home to more Tibetans than any other in the United States. The Tibetan community in New York City is incredibly diverse, with refugees from Tibet itself, from India, Nepal, and Bhutan, and even transplants from elsewhere in the Western world, relocating to live with their families. Many of these immigrants initially came under tourist visas, and chose to stay, rather than return home. The city largely has no problem with this, as, historically, New York is a hub for immigrants from all walks of life, and has the necessary infrastructure and job opportunities to support them, particularly in the service industries.page()</p> <p>pic(http://assets.nydailynews.com/polopoly_fs/1.1918168.1409099110!/img/httpImage/image.jpg_gen/derivatives/article_750/momo27q-2-web.jpg) Unlike other cities, like Toronto, where the Tibetan populations are centered in one particular area, the Tibetans living in New York are somewhat more evenly distributed, although small clusters exist in Queens and Brooklyn. Jackson Heights for example, a neighborhood in Queens, is home to a concentration of Tibetan businesses and their respective owners. However, business ownership is not typical, with many Tibetan women working as housekeepers, babysitters, and various other home-based occupations, and the majority of men working service-industry jobs in restaurants or in janitorial positions. However, due to the undocumented nature of many of these Tibetans, as well as generally poor record keeping and non-distinction from the Chinese by official government sources, a full range of economic information about these transplants cannot be conclusively stated.page()</p> <p>pic(https://st.depositphotos.com/1955233/4858/i/950/depositphotos_48584499-stock-photo-tibetans-represented-tibet-in-the.jpg) Tibetans in New York are engaged in some of the most extravagant and public cultural events in the Western world. The Tibetan New Years and the birthday of the Dalai Lama in particular are massive events in the New York City Tibetan community, with parades and parties held all over the city. These events serve a dual purpose, as they not only allow Tibetans to celebrate their culture and unify with one another, they also allow the non-Tibetan public to observe and participate in their culture. Likewise, the Tibetan community is largely integrated in many other cultural events in the city, most notable of which is the International Cultures Parade, showing that the larger New York community is just as willing to include Tibetans in their events as well.",,,,33,,,,,,,,,
,,890,910,Austin,,,,,,,,circle,#f49b42,15,"-97.7431,30.2672,4000",se,show:aust-1,
aust-1,booklet,,,"Tibetans in Austin, Texas","<p>pic(https://janetstpaul.com/wp-content/uploads/2017/07/tibetan-monks.jpg) The city of Austin, Texas is a prime example of the way in which aspects of Tibetan culture has spread and permeated the Western world, even in areas without a significant amount of actual Tibetan inhabitants. While there is a small population of Tibetans in Austin, their impact on the area is much less a result of their physical presence, and much more to do with the West’s adoption of several cultural aspects of Tibetan life, the most significant of which is Tibetan Buddhism.page()</p> <p>pic(http://www.palri.org/images/498_ll_tib_sangha_web.jpg) Austin is home to a thriving Buddhist community. The city hosts dozens of temples, meditation centers, religious education facilities, and several other establishments focused on Buddhist rituals and traditions. Buddhist traditions from Sri Lanka, India, and Tibet, as well as from smaller, fringe sects are all represented here. And while not all of these facilities are based in Tibetan Buddhist, there is still a significant Tibetan presence. For example, the Palri Pema Od Ling temple is one of the city’s most popular Buddhist destinations. Adorned with a large, ornate statue of Guru Rinpoche, who historically helped to construct the first Buddhist temple in Tibet sometime in the 8th century, the temple is headed by Lama Lobtsul, an ordained monk born and raised in Tibet. With an actual, “authentic” Tibetan religious leader, the temple is one of the few places in the United States that boasts an opportunity for eager converts to educate themselves on Tibetan Buddhist traditions. See the next page to get a better look at the temple and the day-to-day events held there.page()</p> <p>  <iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/pXu-gw0mW94"" frameborder=""0"" allowfullscreen></iframe> page()</p> <p>pic(https://texashistory.unt.edu/ark:/67531/metapth301547/m1/1/med_res/) The city of Austin is also home to the Tibetan Association of Austin, who, as their name suggests, seeks to keep traditional Tibetan rituals and customs alive through performances and educational events designed to not only entertain, but also to teach the public about Tibet.",,,,33,,,,,,,,,
wd-4,story,946,,The Dalai Lama ,"<p>The Dalai Lama, in the decades following his exile from Tibet, has been one of the main driving forces in unifying the various Tibetan communities scattered around the globe. He has become, among other things, the face of Tibet and Tibetan Buddhism, not only within the culture and religion itself, but within the wider world as well. He is a spiritual, political, and social leader, serving as an anchoring point for the thousands of Tibetans spread all over the world. And most importantly, he serves as a singular, identifiable figure by which all Tibetans, no matter where they happen to be, can recognize, learn from, and ultimately rally behind, making him one of the most powerful and influential people in modern age.<br /><br /><strong>In Popular Culture</strong><br /><br /> Part of the Dalai Lama&rsquo;s effectiveness in unifying not only the Tibetans in various regions of the world, but all other groups of Buddhists and general practitioners of Eastern religions as well, is his sheer prominence in the media and popular culture. Advances in technology in the past several decades has made it increasingly easy for the Dalai Lama to communicate with his followers en masse, allowing him to both educate them and bring them together in mutually-beneficial platforms of discussion.<br /><br /> He makes frequent appearances on television and other entertainment media, spreading awareness of both Tibet and Tibetan Buddhism. He is relatively active on social media, particularly Twitter (you can see some recent posts below), where he gives inspirational messages, and also occasionally announces speaking events and other educational and community opportunities. His link(website,https://www.dalailama.com/) also allows for his followers to track his schedule, read news about Tibet and its people, and generally stay informed on all aspects of their culture. These tools allow for an incredible amount of transparency and accessibility to the Dalai Lama and his affairs, which gives his followers a wealth of tools in which to both see and hear him and his teachings, as well as communicate with one another, through events organized by him and his various organizations.<br /><br /><strong>The Kalachakra</strong><br /><br /> The Kalachakra is an extremely important system in Tibetan Buddhism. It has a somewhat dual definition, referring to both a deity-like figure, as well as a series of ritualistic traditions. The deity represented by the Kalachakra is a Tantric one, representing a figure that has achieved enlightenment, and as such, perceives time from a perspective of total omniscience. The concept of time is essentially the heart of the Kalachakra, with the name itself meaning &ldquo;Cycle (or Wheel) of Time.&rdquo; It represents not only the cycle of time, but all other cyclical concepts as well, from astrological cycles of planets and stars, to physical biological cycles like breathing, to cycles of energy within the spiritual body. These concepts are expressed through a complex Tantra. In visual representations of the Kalachakra through Mandalas, the Kalachakra deity is positioned directly in the center, in his palace, surrounded by various other pieces of Buddhist iconography.<br /><img alt="""" src=""https://farm5.staticflickr.com/4570/26992766199_2600c58377_z_d.jpg"" style=""height:254px; margin:6px; width:450px"" /><br /> It is a primary goal for practitioners of Tibetan Buddhism to learn about the Kalachakra, and how to shape one&rsquo;s mind to a perspective that allows one&rsquo;s self to understand and identify with the deity and the concepts behind it, on the path to enlightenment. In essence, the Kalachakra is all about understanding the natural organization and structure of the universe, from both a physical and a spiritual perspective, and how everything ultimately exists in a state of perpetual cyclical motion.<br /><br />For a more detailed breakdown of the Mandala representation of the Kalachakra and all of its components, click link(here,http://kalachakranet.org/mandala_kalachakra.html)<br><br>The role of the Dalai Lama in the Kalachakra is one of a teacher and an initiator. To begin practicing the rituals of the Kalachakra, one must be first educated on all the intricacies of the rituals, as well as then be given permission to practice them. As such, the Dalai Lama himself performs Kalachakra initiation ceremonies all around the world, in order to allow those who wish to practice the ritual, and therefore take further steps towards enlightenment, to do so. This practice is extremely fitting, as one of the Kalachakra Tantra&#39;s most important features is that it is given for a community. By teaching more and more people the Kalachakra, The Dalai Lama is not only allowing more and more people to properly practice Tibetan Buddhist traditions, he is also bringing them together as a unified body, as the Initiation rituals garner massive audiences.<br /><br /><em>The blue dots on the map are every Kalachakra the Dalai Lama has performed since exiled, starting in 1954. Click on each dot to find the diversity of cities and the attendance for each ceremony. The most recent event, in India, drew 200,000 recorded attendees.</em><br /><img alt="""" src=""https://farm5.staticflickr.com/4582/26992766009_de5c1b5023_o_d.jpg"" style=""height:300px; margin:10px; width:400px"" /><br /> The Kalachakra ceremony itself is extremely complex, spanning over more than a week. In a nutshell, the ceremony serves to educate the attendees on exactly how to practice the Kalachakra Tantra. Students must pledge to honor and preserve the teachings they are given during this period, although the extent to which they do so is ultimately up to the individual. The centerpiece of the Kalachakra initiation is the construction of the Kalachakra Mandala. This is done by the Dalai Lama himself, who sits center-staged, flanked by various scrolls and iconographic symbols. After the Mandala is constructed, the students are then given various ritualistic rites, and are then allowed to view the Mandala. The ceremony ends with a series of prayers led by the Dalai Lama and the careful removal of the Mandala.<br /><br /> To read a detailed explanation of the entire Kalachakra ritual, click link(here,https://www.namgyalmonastery.org/the-kalachakra-tantra/kalachakra-initiation).<br /><br /><em>Click on the blue dots to see the years, location, and attendance of the Dalai Lama&#39;s Kalachakra rituals.</em></p><br><br> <a class=""twitter-timeline"" href=""https://twitter.com/DalaiLama?ref_src=twsrc%5Etfw"">Tweets by DalaiLama</a> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script>",https://farm5.staticflickr.com/4517/23903766007_b38b895f4c_z_d.jpg,2,,,,,,,,"4.7046,25.0657,39136",se,basemap:earth,
,,940,980,,"1954, Lhasa, Tibet. Attendance: 100,000",,,,,,,circle,#1a4fa5,14,"91.1721,29.6524,39136",se,,
,,940,980,,"1956, Lhasa, Tibet. Attendance: 100,000",,,,,,,circle,#1a4fa5,14,"93.1721,26.6524,39136",se,,
,,940,980,,"1970, Dharamsala, India. Attendance: 30,000",,,,,,,circle,#1a4fa5,14,"76.3234,32.219,39136",se,,
,,940,980,,"1971, Bylakuppe, India. Attendance: 10,000",,,,,,,circle,#1a4fa5,14,"75.9811,12.4025,39136",se,,
,,940,980,,"1974, Bodhgaya, India. Attendance: 100,000",,,,,,,circle,#1a4fa5,14,"84.9869,24.6961,39136",se,,
,,940,980,,"1976, Leh, India. Attendance: 40,000",,,,,,,circle,#1a4fa5,14,"76.7,30.3,39136",se,,
,,940,980,,"1981, Madison, Wisconsin. Attendance: 1,500",,,,,,,circle,#1a4fa5,14,"-89.4013,43.073,39136",se,,
,,940,980,,"1989, Los Angeles, California. Attendance: 3,300",,,,,,,circle,#1a4fa5,14,"-118.2437,34.0522,39136",se,,
,,940,980,,"1990, Sarnath, India. Attendance: 130,000",,,,,,,circle,#1a4fa5,14,"83.0227,25.3761,39136",se,,
,,940,980,,"1991, New York, New York. Attendance: 30,000",,,,,,,circle,#1a4fa5,14,"-74.006,40.7127,39136",se,,
,,940,980,,"1994, Kalpa, India. Attendance: 30,000",,,,,,,circle,#1a4fa5,14,"80.1568,12.5238,39136",se,,
,,940,980,,"1994, Barcelona, Spain. Attendance: 3,000",,,,,,,circle,#1a4fa5,14,"2.1734,41.385,39136",se,,
,,940,980,,"1995, Mundgod, India. Attendance: 50,000",,,,,,,circle,#1a4fa5,14,"75.0406,14.9736,39136",se,,
,,940,980,,"1995, Ulaanbaatar, Mongolia. Attendance: 30,000",,,,,,,circle,#1a4fa5,14,"106.9057,47.8863,39136",se,,
,,940,980,,"1996, Sydney, Austrailia. Attendance: 3,000",,,,,,,circle,#1a4fa5,14,"151.2092,-33.8689,39136",se,,
,,940,980,,"1996, Salugara, India. Attendance: 200,000",,,,,,,circle,#1a4fa5,14,"88.4464,26.7662,39136",se,,
,,940,980,,"1999, Bloomington, Indiana. Attendance: 4,000",,,,,,,circle,#1a4fa5,14,"-86.5264,39.1653,39136",se,,
,,940,980,,"2002, Graz, Austria. 10,000",,,,,,,circle,#1a4fa5,14,"15.4395,47.0707,39136",se,,
,,940,980,,"2003, Bodhgaya, India. Attendance: 200,000",,,,,,,circle,#1a4fa5,14,"84.9869,24.6961,39136",se,,
,,940,980,,"2004, Toronto, Cananda. Attendance: 8,000",,,,,,,circle,#1a4fa5,14,"-79.3832,43.6532,39136",se,,
,,940,980,,"2006, Amravati, India. Attendance: 100,000",,,,,,,circle,#1a4fa5,14,"77.7795,20.9374,39136",se,,
,,940,980,,"2011, Washington D.C. Attendance: 8,000",,,,,,,circle,#1a4fa5,14,"-77.0369,38.9071,39136",se,,
,,940,980,,"2012, Bodhgaya, India. Attendance: 200,000",,,,,,,circle,#1a4fa5,14,"84.9869,24.6961,39136",se,,
,,940,980,,"2014, Leh, India. Attendance: 150,000",,,,,,,circle,#1a4fa5,14,"77.1672,31.5797,39136",se,,
,,940,980,,"2017, Bodhgaya, India. Attendance: 200,000",,,,,,,,,,,,,
,,940,980,Nobel Peace Prize,The Dalai Lama accepted the 1989 Nobel Peace Prize at the University of Oslo. ,,,,,,,star,#1a4fa5,20,"10.7522,59.9138,39136",se,"show:https://www.youtube.com/embed/UtkMZMkI5N8,map",
wd-5,story,990,,Global Tibet,"<p>Gonkar Gyatso&#39;s fifth iteration in the <em>My Identity</em> series was painted in 2014. It encapsulates Gyatso&#39;s maturing understanding of a global Tibet-- a Tibet with one foot in and one foot out of a western, modern world. Gyatso is very aware of the fractious self-identity that faces Tibetans in the diaspora.<br /><br /> <em>&quot;Emotionally and ethnically I am Tibetan,&quot;</em> he explains, <em>&quot;but socially and politically I feel British, since Britain is the country that granted me citizenship and gave me rights and a sense of national belonging.&quot;</em><br /><br /> And yet, Gyatso doesn&#39;t see the introduction of modern, capitalist values into Tibetan culture as all negative. In an link(interview, https://www.artspace.com/magazine/interviews_features/meet_the_artist/meet_the_artist_gonkar_gyatso-5660) with Artspace, he describes the necessity of striking a balance:<br /><br /> <em>&quot;The problem with modern practice is that its objectification of culture is often exploitative and leaves those who gave birth to the culture at the losing end. On the other side, when religious practice becomes too extreme it can be oppressive. My ideal is a co-existence between the two and I try to reflect that through my work.</em><br /><br /> Gyatso&#39;s skillful and thought-provoking combinations of Western and Tibetan Buddhist imagery is emblematic of a culture in flux.<br /><br /> <em>&ldquo;Just as the identity of my homeland cannot be separated from religion and politics, so my own sensibility has been shaped by the undeniable bond between the two.&quot;</em><br /><br /><strong>NGOs</strong><br /><br /> Despite being scattered all over the world, the individual Tibetan communities that have developed in the wake of the Diaspora do not exist in isolation. Rather, due to a steadily increasing number of factors, these small, pocket communities are becoming more and more connected with one another, creating, for lack of a better term, a Global Tibet, outside of Tibet itself. Technology has played a huge role in this, with services like WeChat allowing Tibetans to communicate with one another, worldwide, even in areas with restrictive communications policies (although whether or not services like these are <em>actually </em> secure is up for debate).<br /><br /> One of the most unifying forces of the Global Tibetan community, besides the Dalai Lama himself, is the existence of an extensive network of Non-Governmental Organizations, or NGOs. These NGOs exist on a massive, global scale, with literally dozens, if not hundreds of them existing in almost every nation that hosts Tibetan citizens, and even some without. These organizations usually take the form of community centers, but can also be the headquarters of various political and social movements, namely Free Tibet.</p><p>All of these NGOs operate under the organizational structure of the International Tibet Network, which maintains a record of all its individual branches, and helps to organize events and information between them. Through the International Tibet Network, Tibetans, as well as those who support their struggle, have banded together to form a super-group of interconnected organizations, helping to maximize their political, social, and cultural effectiveness worldwide.<br /><br />Click link(here, https://tibetnetwork.org/) to visit the website of the International Tibet Network.<br /><img alt="""" src=""https://s3.amazonaws.com/livebookswordpress/uploads/sites/411/2010/09/prayerglags_002.jpg"" style=""height:300px; margin:6px; width:450px"" /></p>",https://farm5.staticflickr.com/4582/24895266658_d13dfa0861_o_d.png,2,,,,,,,,,http://hyperallergic.com/wp-content/uploads/2015/03/GonkarGyatso_MyIdentity_5of5_print.jpg,,
,,,,,END STUFF,,,,,,,,,,,,,
