start,end,title,desc,pic,pos,marker,color,size,opacity,edge,mapMarker,mapColor,mapSize,where,show,click,id,citation,tags
,,Alice S.'s Journey,"<img alt=""SS Mouzinho"" src=""https://farm5.staticflickr.com/4577/24963659518_351999753a_o_d.jpg"" style=""width:100%"" /><br><i>Two uniformed Portuguese policemen stand on the pier in the port of Lisbon as a group of Jewish refugee children wait in line to board the SS Mouzinho.</i> zoomer(Zoomable image,https://farm5.staticflickr.com/4577/24963659518_351999753a_o_d.jpg)<p>Alice was born in Edesheim, Germany in 1926. She enjoyed celebrating Jewish holidays as a child and walked with her family to synagogue regularly. In November of 1938 her family was forced out of their home in the Rhineland and she lived elsewhere in Germany before leaving for France in March of 1939.<p>Alice lived with the other children at Château de la Guette, where she remembers growing plants and vegetables in the garden. Alice also helped out in the kitchen and enjoyed helping the doctor take care of children who were sick. Alice moved with the group to Hôtel des Anglais in La Bourboule and lived there until she was chosen to go to the United States.<p>While at Hôtel des Anglais, Alice had the opportunity to visit her mother in the French concentration camp Gurs. Alice describes the visit to the camp by saying, ""I did not recognize my mother at all, and my mother kept showing me off to other members of the family and I was unable to recognize anyone. We spent a day there and so I was able to see what kind of food and how they lived at Camp de Gurs, which was terrible.”<sup>1</sup> By the time that Alice visisted Gurs her father had already died, and the trip to Gurs was the last time that Alice saw her mother.<p>In June of 1941, Alice left with 110 other children who were going to the United States, including twenty-two other La Guette children. She traveled with the children and adults through Southern France, Spain, and Portugal, and then left on the SS <i>Mouzinho</i> for the United States on June 10, 1941. Alice and the group arrived in New York City on June 21st and she stayed in New York City briefly before being sent to San Francisco. Alice lived in a Jewish orphanage in San Francisco before being taken in by a family that lived in Sacramento. She had a difficult time in her foster home because she did the majority of the housework and cared for the two other children in the household.<p>Despite her difficult living situation, Alice excelled in high school. She says she aspired ""to go into medicine, however, I was discouraged, one because I had no money, and two because I was female; in those days that was a big obstacle. The third, I had no family to support. So that was pointed out to me over and over again and since I – no one took the time to tell me that a full scholarship didn’t mean that I would have to pay. I chose not to accept them, neither Stanford nor Berkeley, because I was afraid I would be stuck and having to repay the...scholarship. So instead I did go to Berkeley, lived with a family for room and board.”<sup>2</sup> She then transferred to San Jose State University to study occupational therapy.<p>Alice had a long career in the fields of occupational therapy and rehabilitation counseling, first in Illinois and then for most of her life in California. She was close with her La Guette peers in Southern California and enjoyed organizing local gatherings. Alice describes her close connection to other survivors: ""Locally, we have about six of our brothers and sisters in the area, and we periodically meet. We chat frequently. It’s sort of a bond, a brotherly bond.""<sup>3</sup> Alice passed away in Long Beach, California in 2010.<p>mask(u-)</p>segment(2)",,2,Story,,,,,,,,"-55.7, 38.51, 17000",,,st19,"Image: Two uniformed Portuguese policemen stand on the pier in the port of Lisbon as a group of Jewish refugee children wait in line to board the SS Mouzinho. United States Holocaust Memorial Museum Photo Archives #59625. Courtesy of Milton Koch. Copyright of United States Holocaust Memorial Museum.<br>Link: <a href=""https://collections.ushmm.org/search/catalog/pa1149708""target=""_blank"">United States Holocaust Memorial Museum Collections</a><p><sup>1</sup>Alice Samson, interview 48334, <i>Visual History Archive</i>, USC Shoah Foundation, 1998, accessed September 16 and 29, 2016.<p><sup>2</sup>Ibid.<p><sup>3</sup>Ibid.",
,,Post-War Migrations,"<img alt=""Post-War Children's Home"" src=""https://farm5.staticflickr.com/4582/37949340855_5bb7326878_o_d.jpg"" style=""width:100%"" /><br><i>Jewish girls and teenagers eat outside in a courtyard in a postwar children's home in Feneyrols, France.</i> zoomer(Zoomable image,https://farm5.staticflickr.com/4582/37949340855_5bb7326878_o_d.jpg)<p>After the end of World War II, many of the La Guette children continued their migrations and search for home. In 1946, some of the La Guette children were still temporarily living in France, Switzerland, England, or elsewhere before immigrating to another country. Click on the countries listed on the map to see the figures of how many La Guette survivors were living in each location in 1946. Information is only known about some survivors in this period.<p>Post-war decisions about where to immigrate often related to reunification with remaining family members, though this was only one of a number of factors influencing immigration decisions. Securing immigration visas was often difficult or took time even in the post-war period.<p>mask(q-)<p>segment(3)",,,Story,,,,,,,,"15.543367, 13.960984, 37000",,,st20,"Image: Jewish girls and teenagers eat outside in a courtyard in a postwar children's home in Feneyrols, France. United States Holocaust Memorial Museum Photo Archives #69329. Courtesy of Ruth Strauss Schloss. Copyright of United States Holocaust Memorial Museum.<br>Link: <a href=""https://collections.ushmm.org/search/catalog/pa1156923""target=""_blank"">United States Holocaust Memorial Museum Collections</a><p>Centre de Documentation Juive Contemporaine. <i>Les Enfants de la Guette: Souvenirs et Documents (1938-1945)</i>. Paris: Centre de Documentation Juive Contemporaine, 1999.",
,,Life in New Homes,"<img alt=""Arrival in Sydney"" src=""https://farm5.staticflickr.com/4528/24963658408_eed861bd60_o_d.jpg"" style=""width:70%"" /><br><i>Peter Watkins greets his stepchildren, Gerhard and Sylvia, upon their arrival in Sydney.</i> zoomer(Zoomable image,https://farm5.staticflickr.com/4528/24963658408_eed861bd60_o_d.jpg)<p>The La Guette children had a variety of experiences following their lives in France. Some were old enough to work, go to school, or fight in the military independently. Others were taken in by foster families or lived in children's homes until they were independent. Some children reunited with one or both parents during or after the war, but many of the children had one or both parents who were killed. Picking up relationships with surviving parents or other family members was sometimes challenging after many years of separation. Furthermore, many of the La Guette children immigrated to new counties and had to adjust to a new culture and language, sometimes for the second or third time.<p>Ultimately, the La Guette survivors carried on in their lives wherever they ended up. Many were happy and successful in their careers and while raising families of their own. Nevertheless, some survivors speak about the psychological effects of their childhood experiences and lived with the pain and trauma of their experiences in the Holocaust and World War II throughout their lives.<p>mask(q-)</p>segment(4)",,,Story,,,,,,,,"14.943367, 13.960984, 37000",,,st21,"Image: Peter Watkins greets his stepchildren, Gerhard and Sylvia, upon their arrival in Sydney. United States Holocaust Memorial Museum Photo Archives #64110. Courtesy of Gerald Watkins. Copyright of United States Holocaust Memorial Museum.<br>Link: <a href=""http://collections.ushmm.org/search/catalog/pa1151820""target=""_blank"">United States Holocaust Memorial Museum Collections</a>",
,,Countries of Residence Later in Life,"The La Guette survivors settled in countries around the world during and after World War II. The United States, Israel, and France had the largest numbers of La Guette survivors. The map shows the countries where La Guette survivors lived in their later lives, often in the 1990s or 2000s, but for some where they were last known to be living or where they lived before they passed away. Click on the dots to see how many individuals were living in each country.<p>mask(l-,on)</p>segment(4)",,,Story,,,,,,,,"14.943367, 13.960984, 37000",,,st22,,
,,Cities of Residence Later in Life,This map shows the cities where La Guette survivors were living in the 1990s and 2000s or where they were living before they passed away. More information is known about some individuals than others; sometimes only the country of residence is known. Most of this data was collected by La Guette survivors about their peers. Click on points on the map to learn more about where the survivors lived.<p>mask(e-)</p>segment(4),,2,Story,,,,,,,,"13.143367, 13.960984, 37000",,,st23,,
,,Reunions,"Years later, La Guette survivors reunited with one another informally, often with other survivors who lived close to them. They then began organizing larger reunions. From 1979 to 1999 La Guette survivors held reunions in Israel, the United States, and France. During a reunion in Paris in 1999 the survivors revisited Château de la Guette as a group. Even after years apart many La Guette survivors felt a strong sense of community and strong connection to their La Guette peers and educators. Click on the points on the map to see where and when reunions were held.<p>mask(n-)</p>segment(4)",,,Story,,,,,,,,"-42.048462, 38.233644, 30000",,,st24,,
,,Conclusions: Part I,"<img alt=""Photo Album Page with Map"" src=""https://farm5.staticflickr.com/4576/37949340685_e0866956b9_o_d.jpg"" style=""width:100%"" /><br><i>Page of a photo album showing Gisela Edel in the Couret children's home as well as a map in the shape of a Frenchman's face, showing where she hid during the war.</i> zoomer(Zoomable image,https://farm5.staticflickr.com/4576/37949340685_e0866956b9_o_d.jpg)<p>The Château de la Guette children’s spatial trajectories were shaped by their flight through France, which forced them to collectively move further south and then to eventually continue their migrations in multiple forms and through multiple countries both during and after the war. Many of the children moved repeatedly and had to adjust to multiple placements and sometimes multiple cultural contexts.<p>La Guette child Gisela Edel’s map, pictured above, shows the many places she lived in France during her flight from Nazi Germany. Her map and other maps of the children's movements illustrate that being sent to France often resulted in continual flight from persecution; indeed, some of the children's movements are difficult to map in detail because they moved so often.<p>The spatial patterns of the La Guette children are very different from the movements of children fleeing on the <i>Kindertransport</i> to Great Britain because the La Guette children fled to a country that eventually faced German occupation. The memory of the <i>Kindertransport</i> should be expanded and complicated beyond the case of Great Britain to include the children who were sent to France and other countries.</p>mask(g-)<p>segment(5)</p>",,,Story,,,,,,,,"6, 48.5, 5000",,,st25,"Image: Page of a photo album showing Gisela Edel in the Couret children's home as well as a map in the shape of a Frenchman's face, showing where she hid during the war. United States Holocaust Memorial Museum Photo Archives #63617. Courtesy of Naomi Elath. Copyright of United States Holocaust Memorial Museum.<br>Link: <a href=""https://collections.ushmm.org/search/catalog/pa1154072""target=""_blank"">United States Holocaust Memorial Museum Collections</a>",
,,Conclusions: Part II,"<p><img alt=""La Guette, Dancing"" src=""https://farm5.staticflickr.com/4524/24963657918_df164eb9ea_o_d.jpg"" style=""width:80%"" /><br><i>A group of Jewish refugee girls from the Chateau de la Guette OSE [Oeuvre de Secours aux Enfants] children's home dance outside.</i> zoomer(Zoomable image,https://farm5.staticflickr.com/4524/24963657918_df164eb9ea_o_d.jpg)<p>The Château de la Guette children's home and group served as a real home and community for many of the La Guette children during and even long after World War II. These communal experiences in France served as a source of stability for many of the children, and many of the La Guette children kept in contact with their La Guette peers, educators, and even members of the Rothschild family during and/or after the war.<p>The children's accounts of and references to Château de la Guette, Hôtel des Anglais, and their La Guette peers are often privileged in their oral history interviews. Additionally, the reunions of La Guette survivors, including one at Château de la Guette itself, demonstrate the importance of the place and community of La Guette in the children's lives. Reunions also helped shape collective memory of the La Guette experience.<p>The Château de la Guette case shows that children's homes for Jewish refugee children during the Holocaust often played a critical role in the children's social and psychological development in the midst of traumatic events. Furthermore, the Château de la Guette case demonstrates that transnational Holocaust survivor networks emerged from children's homes just as concentration camp survivors and other groups of Holocaust survivors formed survivor networks.</p>mask(g-)<p>segment(5)</p>",,2,Story,,,,,,,,"6, 48.5, 5000",,,st26,"Image: A group of Jewish refugee girls from the Chateau de la Guette OSE [Oeuvre de Secours aux Enfants] children's home dance outside. United States Holocaust Memorial Museum Photo Archives #60719. Courtesy of Eric and Erica Goldfarb. Copyright of United States Holocaust Memorial Museum.<br>Link: <a href=""https://collections.ushmm.org/search/catalog/pa1151089""target=""_blank"">United States Holocaust Memorial Museum Collections</a>",
,,Selected Bibliography,"Baumel, Judith Tydor. <i>Unfulfilled Promise: Rescue and Resettlement of Jewish Refugee Children in the United States, 1934-1945</i>. Juneau, AK: The Denali Press, 1990.<p>Dwork, Deborah, and Robert Jan van Pelt. <i>Flight from the Reich: Refugee Jews, 1933-1946</i>. New York: W.W. Norton & Company, 2009.<p>Klarsfeld, Serge. <i>French Children of the Holocaust: A Memorial</i>. New York: New York University Press, 1996.<p><i>Les Enfants de la Guette: Souvenirs et Documents (1938-1945)</i>. Paris: Centre de Documentation Juive Contemporaine, 1999.<p>""New York, New York Passenger and Crew Lists, 1909, 1925-1957."" Database with images. <i>FamilySearch</i>. https://FamilySearch.org : 10 Oct 2016. Citing NARA microfilm publication T715. Washington, D.C.: National Archives and Records Administration, n.d.<p>RG-10.206, Isaac and Masha Chomski papers. United States Holocaust Memorial Museum Archives, Washington, DC.<p>RG-43.059M, Selected records and publications of the Œuvre de secours aux enfants. United States Holocaust Memorial Museum Archives, Washington, DC.<p>RG-58.001M, Jewish Refugee Records, 1936-1946. United States Holocaust Memorial Museum Archives, Washington, DC.<p>Ruth Salmon Seltzer papers, 2007.421. United States Holocaust Memorial Museum Archives, Washington, DC.<p>Samuel, Vivette. <i>Rescuing the Children: A Holocaust Memoir</i>. Translated and with an introduction by Charles B. Paul. Madison, WI: The University of Wisconsin Press, 2002.<p><i>Visual History Archive</i>, USC Shoah Foundation.<p><div style=""background:#eee;border:1px solid #ccc;padding:5px 10px;"">For more information about this research or to share your knowledge of the Ch&acirc;teau de la Guette group, please contact: laguetteproject(at)gmail(dot)com</div><p>mask(g-)<p>segment(5)</p>",,,Story,,,,,,,,"20, 30, 31500",,,st27,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,Paths,,,,,,,,,,,,,,,,,
,12/2015,Berlin Guettois,"g-beleave,g-guette,g-bourboule",,,Path,red,5,50,,Line,,,,a,,g-path,,
,12/2015,Palatinate Guettois,"g-paleave,g-guette,g-bourboule",,,Path,blue,5,50,,Line,,,,a,,g-path2,,
,12/2015,Viennese Guettois,"g-vileave,g-guette,g-bourboule",,,Path,green,5,50,,Line,,,,a,,g-path3,,
,12/2015,Guettois to the United States,"g-bourboule,g-unitedstates",,,Path,orange,5,50,,Line,,,,a,,g-path4,,
,12/2015,Guettois to Israel,"g-bourboule,g-israel",,,Path,blue,5,50,,Line,,,,a,,g-path5,,
,12/2015,Guettois to England,"g-bourboule,g-england",,,Path,#008080,5,50,,Line,,,,a,,g-path6,,
,12/2015,Guettois to Australia,"g-bourboule,g-australia",,,Path,#800080,5,50,,Line,,,,a,,g-path7,,
,12/2015,Guettois to Mexico,"g-bourboule,g-mexico",,,Path,#3036EE,5,50,,Line,,,,a,,g-path8,,
,12/2015,Guettois to Canada,"g-bourboule,g-canada",,,Path,gray3,5,50,,Line,,,,a,,g-path9,,
,12/2015,Berlin Kindertransport,"k-beleave,k-guette,k-bourboule",,,Path,red,5,50,,Line,,,,a,,k-path1,,
,12/2015,Palatinate Kindertransport,"k-paleave,k-guette,k-bourboule",,,Path,blue,5,50,,Line,,,,a,,k-path2,,
,12/2015,Viennese Kindertransport,"k-vileave,k-guette",,,Path,green,5,50,,Line,,,,a,,k-path3,,
,,Alice S.'s Path to the US and Beyond,"u-edesheim,u-guette,u-anglais,u-gurs,u-bourboule,u-marseille,u-toulouse,u-pau,u-oloron,u-canfranc,u-saragossa,u-madrid,u-lisbon,u-newyork,u-sanfrancisco,u-sacramento,u-berkeley,u-sanjose,u-angeles",,,Path,red,5,50,,Line,,,,a,,u-path,,
,,Alice B.'s Path in France and Beyond,"r-vienna,r-guette,r-bourboule,r-jonchere,r-sevres,r-lyon,r-newyorkcity,r-paris,r-cambridge",,,Path,orange,5,50,,Line,,,,a,,r-path,,
,,Alex's Path to Switzerland and Beyond,"w-liesing,w-hospital,w-maubuisson,w-guette,w-bourboule,w-nice,w-seranon,w-lyon,w-swissborder,w-lyon2,w-switzerland,w-vevey,w-speicher,w-speicher2,w-geneva,w-fontenay,w-spontini,w-brooklyn,w-angeles,w-kirkland",,,Path,green,5,50,,Line,,,,a,,w-path,,
,,Louis's Deportation Path and Beyond,"p-berlin,p-guette,p-bourboule,p-brive,p-nexon,p-drancy,p-cosel,p-furstengrube,p-gliwice,p-faulbruck,p-hirschberg,p-buchenwald,p-hopital,p-south,p-stockholm,p-paris,p-havre,p-newyork,p-miami",,,Path,gray3,5,50,,Line,,,,a,,p-path,,
,12/2015,Deportation,"h-anglais,h-brive,h-nexon,h-drancy,h-cosel",,,Path,gray3,6,50,,Line,,,,a,,h-path,,
,12/2015,Wartime Dispersion: Immigration to the US,"x-bourboule,x-marseille,x-madrid,x-lisbon,x-usa",,,Path,blue,5,50,,Line,,,,a,,x-path,,
,12/2015,Bourboule to Placement 1,"d-anglais,d-nice",,,Path,black,5,50,,Line,,,,a,,d-path1,,
,12/2015,Bourboule to Placement 2,"d-anglais,d-var",,,Path,black,5,50,,Line,,,,a,,d-path2,,
,12/2015,Bourboule to Placement 3,"d-anglais,d-rural",,,Path,black,5,50,,Line,,,,a,,d-path3,,
,12/2015,Bourboule to Placement 4,"d-anglais,d-drome",,,Path,black,5,50,,Line,,,,a,,d-path4,,
,12/2015,Bourboule to Placement 5,"d-anglais,d-dordogne",,,Path,black,5,50,,Line,,,,a,,d-path5,,
,12/2015,Bourboule to Placement 6,"d-anglais,d-bourboule",,,Path,black,5,50,,Line,,,,a,,d-path6,,
,12/2015,Bourboule to Placement 7,"d-anglais,d-surmer",,,Path,black,5,50,,Line,,,,a,,d-path7,,
,12/2015,Bourboule to Placement 8,"d-anglais,d-clermont",,,Path,black,5,50,,Line,,,,a,,d-path8,,
,12/2015,Berlin Guettois Introduction,"i-beleave,i-guette,i-bourboule",,,Path,red,5,50,,Line,,,,a,,i-path,,
,12/2015,Palatinate Guettois Introduction,"i-paleave,i-guette,i-bourboule",,,Path,blue,5,50,,Line,,,,a,,i-path2,,
,12/2015,Viennese Guettois Introduction,"i-vileave,i-guette,i-bourboule",,,Path,green,5,50,,Line,,,,a,,i-path3,,
,12/2015,Guettois to the United States Introduction,"i-bourboule,i-usa",,,Path,orange,5,50,,Line,,,,a,,i-path4,,
,12/2015,Guettois to France Introduction,"i-bourboule,i-france",,,Path,#008080,5,50,,Line,,,,a,,i-path5,,
,12/2015,Guettois to Switzerland Introduction,"i-bourboule,i-switzerland",,,Path,#800080,5,50,,Line,,,,a,,i-path6,,
,12/2015,Guettois Deportation Introduction,"i-bourboule,i-deportation",,,Path,gray3,5,50,,Line,,,,a,,i-path7,,
,12/2015,La Guette to Saint Briac,"o-guette,o-brittany",,,Path,yellow,5,50,,Line,,,,a,,o-path,,
,12/2015,La Guette to Clamart,"o-guette,o-clamart",,,Path,black,5,50,,Line,,,,a,,o-path2,,
,12/2015,Hotel des Anglais to Family in Austria,"f-bourboule,f-stafa,f-germany",,,Path,yellow,5,50,,https://c1.staticflickr.com/5/4794/39985172814_bac4c5d12b_o.png,,,,a,,f-path,,
,12/2015,Hotel des Anglais to Family in Germany,"f-bourboule,f-stafa,f-austria",,,Path,red,5,50,,https://c1.staticflickr.com/5/4794/39985172814_bac4c5d12b_o.png,,,,a,,f-path2,,
,,,,,,,,,,,,,,,,,,,
,,Segments,,,,,,,,,,,,,,,,,
01/1925,03/1939,Early Life,,,,Segment,gray1,equal,,,,,,,,,1,,
03/1939,09/02/1945,France & Wartime Years,,,,Segment,gray1,,,,,,,,,,2,,
09/03/1945,1/1951,Post-War Until 1950,,,,Segment,gray1,,,,,,,,,,3,,
1/1951,12/2015,Later Years,,,,Segment,gray1,,,,,,,,,,4,,
01/1925,12/2015,All Years,,,,Segment,gray1,,,,,,,,,,5,,
,,,,,,,,,,,,,,,,,,,
,,,Places of Origin in Germany and Austria,,,,,,,,,,,,,,,,
,,,"Vienna: 63 children- Ernst, Martin, Heinz, Herbert, Hans, Helli, Rita, Fritz, Hans, Siegfried, Ilse, Herbert, Alex, Egon, Walter, Berty, Heinz, Daisy, Adolf, Robert, Maurice, Dora, Selma, Francisca, Edith, Gertrude, Raoul, Heinz, Max, Alice, Herbert, Arthur, Walter, Paul Peter, Georg, Elfie, Erich, Erika, Heinrich, Alice, Herbert, Kitty, Eva, Lore, Felix, Stella, Gerty, Edith, Herbert, Heinz, Fritz, Paul, Renate, Gerhard, Gertrude, Otto, Ditta, Eduard, Eva, Walter, Heinz, Nelly, and Georg",,,,#008080,44,70,,Dot,,,"16.366667, 48.2, 2000",,"where: 16.366667, 48.2, 2000",b-1,,
,,,"Berlin: 14 children- Felicitas, Trautchen, Hans, Marcel, Kurt, Heinz, Fred, Ludwig, Norbert, Charlotte, Steffi, Werner, Heinz, and Walter",,,,#008080,29,70,,Dot,,,"13.388889, 52.516667, 2000",,"where: 13.388889, 52.516667, 2000",b-2,,
,,,Tempelburg: Irène,,,,#008080,,70,,Dot,,,"16.233333, 53.55, 2000",,"where: 16.233333, 53.55, 2000",b-3,,
,,,Landau in der Pfalz: Heinz and Hans,,,,#008080,,70,,Dot,,,"8.116667, 49.2, 2000",,"where: 8.116667, 49.2, 2000",b-4,,
,,,Hönningen: Leo,,,,#008080,,70,,Dot,,,"6.956667, 50.474444, 2000",,"where: 6.956667, 50.474444, 2000",b-5,,
,,,Niederhochstadt: Ilse,,,,#008080,,70,,Dot,,,"8.215833, 49.240278, 2000",,"where: 8.215833, 49.240278, 2000",b-6,,
,,,Bad Polzin: Joachim,,,,#008080,,70,,Dot,,,"16.1, 53.766667, 2000",,"where: 16.1, 53.766667, 2000",b-7,,
,,,Stettin: Gisela,,,,#008080,,70,,Dot,,,"14.548056, 53.4325, 2000",,"where: 14.548056, 53.4325, 2000",b-8,,
,,,Schönlanke: Minnie,,,,#008080,,70,,Dot,,,"16.466667, 53.05, 2000",,"where: 16.466667, 53.05, 2000",b-9,,
,,,"Schneidemühl: Eva, Susi, Leo, and Max",,,,#008080,19,70,,Dot,,,"16.733333, 53.15, 2000",,"where: 16.733333, 53.15, 2000",b-10,,
,,,Billigheim: Lore,,,,#008080,,70,,Dot,,,"8.098056, 49.138889, 2000",,"where: 8.098056, 49.138889, 2000",b-11,,
,,,Herzfelde: Rolf,,,,#008080,,70,,Dot,,,"13.85, 52.481944, 2000",,"where: 13.85, 52.481944, 2000",b-12,,
,,,"Ludwigshafen: Ruth, Else, Inge, Walter, and Karl",,,,#008080,20,70,,Dot,,,"8.435278, 49.481111, 2000",,"where: 8.435278, 49.481111, 2000",b-13,,
,,,Albersweiler: Ruth and Gerd,,,,#008080,,70,,Dot,,,"8.033333, 49.216667, 2000",,"where: 8.033333, 49.216667, 2000",b-14,,
,,,Fürstenwalde: Hanna,,,,#008080,,70,,Dot,,,"14.066667, 52.366667, 2000",,"where: 14.066667, 52.366667, 2000",b-15,,
,,,Lyck: Siegbert and Werner,,,,#008080,,70,,Dot,,,"22.35, 53.833333, 2000",,"where: 22.35, 53.833333, 2000",b-16,,
,,,Mutterstadt: Max,,,,#008080,,70,,Dot,,,"8.35, 49.433333, 2000",,"where: 8.35, 49.433333, 2000",b-17,,
,,,"Wieselburg, Austria (and also Vienna): Gerhard and Sylvia",,,,#008080,,70,,Dot,,,"15.138889, 48.133333, 2000",,"where: 15.138889, 48.133333, 2000",b-18,,
,,,Wallhalben: Alfred,,,,#008080,,70,,Dot,,,"7.527222, 49.316944, 2000",,"where: 7.527222, 49.316944, 2000",b-19,,
,,,Rathenow: Vera,,,,#008080,,70,,Dot,,,"12.333333, 52.6, 2000",,"where: 12.333333, 52.6, 2000",b-20,,
,,,Steinbach am Donnersberg: Edith and Herbert,,,,#008080,,70,,Dot,,,"7.956078, 49.597722, 2000",,"where: 7.956078, 49.597722, 2000",b-21,,
,,,"Rodalben: Hilde, Werner, and Heinrich",,,,#008080,,70,,Dot,,,"7.65, 49.233333, 2000",,"where: 7.65, 49.233333, 2000",b-22,,
,,,Breslau: Ursula and Werner,,,,#008080,,70,,Dot,,,"17.033333, 51.1, 2000",,"where: 17.033333, 51.1, 2000",b-23,,
,,,Edenkoben: Edith,,,,#008080,,70,,Dot,,,"8.133333, 49.283333, 2000",,"where: 8.133333, 49.283333, 2000",b-24,,
,,,Frankfurt an der Oder: Gerda and Helmut,,,,#008080,,70,,Dot,,,"14.55, 52.35, 2000",,"where: 14.55, 52.35, 2000",b-25,,
,,,Tütz: Kurt and Werner,,,,#008080,,70,,Dot,,,"16.133333, 53.183333, 2000",,"where: 16.133333, 53.183333, 2000",b-26,,
,,,Greifenberg: Ellen,,,,#008080,,70,,Dot,,,"11.083333, 48.066667, 2000",,"where: 11.083333, 48.066667, 2000",b-27,,
,,,Speyer: Hans,,,,#008080,,70,,Dot,,,"8.431111, 49.319444, 2000",,"where: 8.431111, 49.319444, 2000",b-28,,
,,,Bornstedt (Potsdam): Edith and Inge,,,,#008080,,70,,Dot,,,"13.029444, 52.413333, 2000",,"where: 13.029444, 52.413333, 2000",b-29,,
,,,Freienwalde: Norbert,,,,#008080,,70,,Dot,,,"14.0325, 52.785556, 2000",,"where: 14.0325, 52.785556, 2000",b-30,,
,,,Chemnitz: Harry,,,,#008080,,70,,Dot,,,"12.916667, 50.833333, 2000",,"where: 12.916667, 50.833333, 2000",b-31,,
,,,Lambsheim: Ruth,,,,#008080,,70,,Dot,,,"8.2875, 49.513333, 2000",,"where: 8.2875, 49.513333, 2000",b-32,,
,,,Schöneck: Gerda,,,,#008080,,70,,Dot,,,"8.854167, 50.201389, 2000",,"where: 8.854167, 50.201389, 2000",b-33,,
,,,Edesheim: Lore,,,,#008080,,70,,Dot,,,"8.133333, 49.266667, 2000",,"where: 8.133333, 49.266667, 2000",b-34,,
,,,Zweibrücken: Hans,,,,#008080,,70,,Dot,,,"7.366667, 49.25, 2000",,"where: 7.366667, 49.25, 2000",b-35,,
,,,"Illingen, Saarland: Heinz",,,,#008080,,70,,Dot,,,"7.033333, 49.366667, 2000",,"where: 7.033333, 49.366667, 2000",b-36,,
,,,Pirmasens: Ellen,,,,#008080,,70,,Dot,,,"7.6, 49.2, 2000",,"where: 7.6, 49.2, 2000",b-37,,
,,,Höheinöd: Ruth,,,,#008080,,70,,Dot,,,"7.606389, 49.288611, 2000",,"where: 7.606389, 49.288611, 2000",b-38,,
,,,St. Ingbert: Helga,,,,#008080,,70,,Dot,,,"7.116667, 49.3, 2000",,"where: 7.116667, 49.3, 2000",b-39,,
,,,Böchingen: Helmut,,,,#008080,,70,,Dot,,,"8.092222, 49.238611, 2000",,"where: 8.092222, 49.238611, 2000",b-40,,
,,,,,,,,,,,,,,,,,,,
,,Post-War Migrations: Known Countries of Residence in 1946,,,,,,,,,,,,,,,,,
,,United States,At least 29 La Guette survivors were living in the United States in 1946.<p>Note: Survivors serving in the US military abroad during this time period are considered residents of the United States for the purposes of this map.,,6,,#3036EE,38,70,,Dot,,,"-100, 40, 10000",,"where: -100, 40, 10000",q-1,,
,,France,At least 26 La Guette survivors were living in France in 1946.,,5,,#3036EE,38,70,,Dot,,,"2.3508, 48.8567, 7000",,"where: 2.3508, 48.8567, 7000",q-2,,
,,Palestine,At least 7 La Guette survivors were living in Palestine (later Israel) in 1946.,,4,,#3036EE,20,70,,Dot,,,"34.783333, 32.066667, 2000",,"where: 34.783333, 32.066667, 2000",q-3,,
,,England,At least 7 La Guette survivors were living in England in 1946.,,3,,#3036EE,20,70,,Dot,,,"-0.1275, 51.507222, 8000",,"where: -0.1275, 51.507222, 8000",q-4,,
,,Switzerland,At least 14 La Guette survivors were living in Switzerland in 1946.,,2,,#3036EE,25,70,,Dot,,,"6.15, 46.2, 5000",,"where: 6.15, 46.2, 5000",q-5,,
,,Australia,2 La Guette survivors were living in Australia in 1946.,,1,,#3036EE,,70,,Dot,,,"133, -25, 11000",,"where: 133, -25, 11000",q-6,,
,,Mexico,3 La Guette survivors were living in Mexico in 1946.,,0,,#3036EE,17,70,,Dot,,,"-99.133333, 19.433333, 9000",,"where: -99.133333, 19.433333, 9000",q-7,,
,,In Transit in 1946,"At least 3 La Guette survivors migrated in 1946. Helmut moved from Switzerland to the United States, Alice moved from France to the United States, and Norbert moved from Switzerland to the United States.<p>Note: Those who migrated near the beginning or end of the year were included in the country where they spent most of the year.",,6,,#3036EE,,70,,Dot,,,"-41.695618, 41.865257, 15000",,"where: -41.695618, 41.865257, 15000",q-8,,
,,,,,,,,,,,,,,,,,,,
,,Life in New Homes: Countries of Residence Later in Life,,,,,,,,,,,,,,,,,
,,United States,Approximately 59 of the La Guette survivors lived in the United States in their later lives.,,6,,#800080,40,70,,Dot,,,"-100, 40, 10000",,"where: -100, 40, 10000",l-1,,
,,France,Approximately 10 of the La Guette survivors lived in France in their later lives.,,5,,#800080,22,70,,Dot,,,"2.3508, 48.8567, 7000",,"where: 2.3508, 48.8567, 7000",l-2,,
,,Israel,Approximately 20 of the La Guette survivors lived in Israel in their later lives.,,4,,#800080,28,70,,Dot,,,"34.783333, 32.066667, 2000",,"where: 34.783333, 32.066667, 2000",l-3,,
,,England,Approximately 6 of the La Guette survivors lived in England in their later lives.,,3,,#800080,19,70,,Dot,,,"-0.1275, 51.507222, 8000",,"where: -0.1275, 51.507222, 8000",l-4,,
,,Canada,Approximately 3 of the La Guette survivors lived in Canada in their later lives.,,2,,#800080,18,70,,Dot,,,"-75.666667, 45.4, 7000",,"where: -75.666667, 45.4, 7000",l-5,,
